ocupacion,alcaldia,c_p,colonia,giro,num_empleados
comerciante,gustavo a. madero,7170,palmatitla,independiente,1
comerciante,tlalpan,14040,pueblo quieto,serigrafía,2
panaderia,iztapalapa,9020,dr. alfonso ortiz tirado,fondas y cocinas economicas,2
comerciante,iztacalco,8500,agricola oriental,herreria,2
herrero,cuauhtemoc,6200,morelos,pa�'aleria,0
comerciante,coyoacan,4480,culhuacn ctm seccion x-a,venta de ropa deportiva original,2
comerciante,iztapalapa,9310,leyes de reforma 3a seccion,tamales,0
taquero,xochimilco,16600,san gregorio atlapulco,polleria,1
diseñador,iztapalapa,9310,leyes de reforma 3a seccion,venta de alitas y postres,1
vendedor,alvaro obregon,1548,villa progresista,polleria y tienda de abarrotes,3
empleado,gustavo a. madero,7890,nueva tenochtitln,papeleria,0
vendedora,iztapalapa,9670,palmitas,estetica,0
comerciante,gustavo a. madero,7160,loma la palma,venta de tacos de canasta,1
rotulista,iztacalco,8400,granjas mxico,cafetería,3
fabricante de ropa,alvaro obregon,1278,desarrollo urbano,pasteleria y reposteria,5
comerciante,iztapalapa,9850,santa maria del monte,venta de ropa y boneteria,2
dueño de abarrotes vazquez,cuauhtemoc,6400,santa maria la ribera,tacos de guisado,2
comerciante,cuauhtemoc,6020,centro (rea 3),reloj de pared y novedades,2
comerciante,gustavo a. madero,7410,villa hermosa,taqueria ruth,0
peque�o negocio,gustavo a. madero,7918,san juan de aragon vi seccion,tienda de ropa,2
vendedora,gustavo a. madero,7540,la esmeralda,bordados,1
venta de comida,tlahuac,13270,del mar,materias primas y dulceria,1
comerciante,iztapalapa,9700,santa cruz meyehualco,venta de cinturones y bolsos,1
comerciante,xochimilco,16610,san luis tlaxialtemalco,papeleria y merceria,3
comerciante,iztapalapa,9530,santa martha acatitla sur,textil,3
comerciante,gustavo a. madero,7480,san pedro el chico,comerciante,1
comerciante,cuauhtemoc,6800,obrera,estetica,2
estilista,magdalena contreras,10300,san bernab ocotepec,"venta de zapatos por catalogo y venta de carnes,pan y queso",3
comerciante,tlahuac,13410,lopez portillo,venta de oyas de barro,2
comerciante,iztapalapa,9290,santa cruz meyehualco,"producci�""n de gelatinas",2
feriero,tlalpan,14900,parres el guarda,venta de autopartes y reparacion de llantas,3
empresaril,xochimilco,16610,san luis tlaxialtemalco,puesto de miel,2
comerciante,magdalena contreras,10500,barrio san francisco,sastrería,2
sastre,cuauhtemoc,6070,centro (rea 7),bisuteria,2
comerciante,iztapalapa,9780,lomas de san lorenzo,estetica,6
taxista,tlahuac,13508,la soledad,farmacia,3
comerciante farmacéutico,iztapalapa,9560,paraje zacatepec,tienda de regalo y art. de temporada,1
comerciante,cuajimalpa de morelos,5220,tepetongo,consultorio médico nutricional y de moldeamiento corporal,3
nutriciónista,magdalena contreras,10010,san bartolo ameyalco,auto lavado,6
comerciante,cuauhtemoc,6780,buenos aires,productos de limpieza,2
comerciante,tlahuac,13280,agricola metropolitana,puesto de raspados,3
comerciante,xochimilco,16429,rancho tejomulco,comerciante,2
reposteria,iztapalapa,9770,puente blanco,renta de equipos con internet y papeleria,0
comerciante,iztapalapa,9660,citlalli,taqueria,6
comerciante,miguel hidalgo,11430,ventura prez de alva,tacos al carbon puesto ambulante,2
vendo tacos de carbón  en lago atitlán y poniente,cuauhtemoc,6880,algarin,publicidad,1
dise�'ador,benito juarez,3320,residencial emperadores,"venta de coctel de frutas, ensaladas,tortas,sincronizadas,postres etc.",1
comerciante,iztacalco,8510,el rodeo,dulceria y accesorios,3
comerciante,gustavo a. madero,7187,vista hermosa,informatica,3
comerciante,iztapalapa,9637,campestre potrero,belleza,2
odontologa,coyoacan,4910,carmen serdn,"escultor, venta de trofeos y cristos",3
estilista,iztapalapa,9410,san jos aculco,comida japonesa,2
negocio propio,iztapalapa,9209,renovacion,negocio propio,1
comerciante,magdalena contreras,10800,la cruz,tacos de guisado,4
comerciante,iztapalapa,9849,ampliacion los reyes,venta y cambio de refacciones automotrices empleados,2
comerciante,coyoacan,4600,pedregal de santa ursula,desayunos,3
comerciante,tlahuac,13200,miguel hidalgo,comerciante,1
mototaxi,iztapalapa,9400,el sifon,sistemas de seguridad,4
comerciante,venustiano carranza,15640,arenal puerto areo,costura en general y otros,0
comerciante,cuajimalpa de morelos,5000,cuajimalpa,fonda,2
comerciante,azcapotzalco,2130,tierra nueva,comida,3
comerciante,iztapalapa,9510,santa martha acatitla,comerciante,1
comerciante,venustiano carranza,15900,jardin balbuena,tienda de abarrotes,2
comerciante,gustavo a. madero,7900,cuchilla del tesoro,alimentos,2
comerciante,iztapalapa,9830,el molino,escuela,5
comerciante,iztapalapa,9700,santa cruz meyehualco,zapatos,1
comerciante,iztapalapa,9360,ampliacion san miguel,compra venta de articulos de belleza,1
comerciante,benito juarez,3510,moderna,pan,1
comerciante,alvaro obregon,1280,la joya,papeleria,2
comerciante,gustavo a. madero,7170,palmatitla,panaderia,3
comerciante,tlahuac,13040,san mateo,academia de música,1
administradora,magdalena contreras,10020,cuauhtmoc,sastrería,2
comerciante,tlahuac,13200,miguel hidalgo,estetica,1
distribuidora de productos nutricionales,milpa alta,12400,san miguel,libreria,4
autoempleado,coyoacan,4920,los girasoles,"papeleri�a, internet, venta de consumibles y eq. computo, soporte tec.",5
empleado,gustavo a. madero,7890,nueva tenochtitln,sillas voladoras,1
comerciante,tlalpan,14640,ejidos de san pedro mrtir,comerciante,1
comerciante,iztapalapa,9410,san jos aculco,taqueria,3
comerciante,xochimilco,16030,ampliacion la noria,despacho,3
empleado,cuauhtemoc,6300,guerrero,playeras,2
comerciante,iztapalapa,9760,consejo agrarista mexicano,venta de muebles,0
comerciante,tlahuac,13400,san francisco tlaltenco,vulcanizadora,1
mecanico,iztapalapa,9620,lomas de zaragoza,consultorio medico particular,1
medico,iztapalapa,9700,santa cruz meyehualco,cafe-internet,1
internet,gustavo a. madero,7840,7 de noviembre,materias primas y dulceria,1
comerciante,iztapalapa,9830,el molino,peluqueria,2
peluquero,venustiano carranza,15670,adolfo lopez mateos,antojitos mexicanos,3
comerciante,xochimilco,16020,santa maria tepepan,gimnasio,4
empleado,iztapalapa,9700,santa cruz meyehualco,tacos de canasta de papá frijol,2
estilista,coyoacan,4260,san francisco culhuacn barrio de san juan,vidrieria,1
comerciante,gustavo a. madero,7979,san juan de aragon v seccion,dise�'o grafico,1
chófer didi,coyoacan,4300,ajusco,restauran,4
eléctrico automotriz,iztapalapa,9700,santa cruz meyehualco,manualidades,1
comerciante,venustiano carranza,15530,moctezuma 2a seccion,marisquería,2
comerciante,iztapalapa,9730,reforma politica,ropa y blancos,1
comerciante,tlalpan,14480,la magdalena petlacalco,estelita y peluqueria,2
propietaria de lavanderia,iztacalco,8100,agricola pantitln,venta de alimentos y bebidas,2
comerciante,cuauhtemoc,6720,doctores,estetica,1
comerciante,gustavo a. madero,7860,tablas de san agustin,antojitos mexicanos,3
comerciante,cuauhtemoc,6020,centro (rea 3),venta de vestidos para toda ocasion,1
comerciante,alvaro obregon,1710,ampliacion alpes,taller de confeccion,3
modista,tlalpan,14250,miguel hidalgo,estetica,1
comerciante fuller,alvaro obregon,1840,torres de potrero,taller de reparcion de maquinas flejadoras,2
microempresario,iztapalapa,9960,la planta,gastronomía en general,2
comerciante,tlahuac,13270,del mar,venta de pollo,2
pollero,coyoacan,4200,campestre churubusco,nutricion,2
nutriologa,coyoacan,4600,pedregal de santa ursula,cosmeticos y regalos,1
comerciante,coyoacan,4600,pedregal de santa ursula,comercio al por menor de articulos de papeleria,2
estilista canino,xochimilco,16780,cerrillos tercera seccion,elaboracion deproductos de amaranto,2
independiente,cuauhtemoc,6720,doctores,comida,1
ama de casa,xochimilco,16776,el mirador,gimnasio,5
dueño de gimnasio,gustavo a. madero,7979,san juan de aragon v seccion,dueño de gimnasio,1
fotógrafo,coyoacan,4870,espartaco,comercializadora de frutas y verduras con servicio de entrega a domici,2
comerciante en frutas y verduras con servicio a do,xochimilco,16040,san lorenzo,escuela deportiva,3
comerciante,cuauhtemoc,6300,guerrero,fotografia deportiva,4
"fotografia deportiva ,toma y venta",venustiano carranza,15270,morelos,relojeria,5
relojero,cuauhtemoc,6080,centro (rea 8),venta de instrumentos musicales,3
comerciante,magdalena contreras,10400,san jeronimo aculco,distribucion,0
comerciante,cuauhtemoc,6720,doctores,internet,1
comerciante,tlahuac,13030,san juan,carniceria,3
comerciante,iztapalapa,9210,tepalcates,tienda de ropa,2
comerciante,tlalpan,14640,ejidos de san pedro mrtir,lavanderia,2
comerciante,gustavo a. madero,7420,nueva atzacoalco,inflables,2
comerciante,tlahuac,13400,san francisco tlaltenco,tienda de abarrotes,1
comerciante,tlalpan,14630,villa tlalpan,alimentos,2
comerciante,miguel hidalgo,11430,ventura prez de alva,miscelanea,1
abarrotera,iztapalapa,9960,la planta,refaccionaria,2
comercio refaccionaria,iztapalapa,9000,santa brbara,venta de ropa,0
comerciante,milpa alta,12400,san miguel,pasteleria y reposteria,5
comerciante,iztapalapa,9830,el molino,venta de chicharrones y lavo ropa,0
fotografa,venustiano carranza,15670,adolfo lopez mateos,papeleria,2
comerciante,gustavo a. madero,7530,campestre aragon,"reparaci�""n de equipos de refrigeraci�""n de autobuses",1
comerciante,iztapalapa,9180,ermita zaragoza,papeleria,1
hogar,iztapalapa,9290,santa cruz meyehualco,hogar,1
comerciante,iztacalco,8720,gabriel ramos milln seccion tlacotal,gelatinas y repostería,2
comerciante,tlalpan,14650,san pedro mrtir,venta de carnitas via publica,3
comerciante venta de carnitas,iztapalapa,9820,santa isabel industrial,papeleria y regalos,0
optometrista,alvaro obregon,1110,liberales de 1857,tienda de cosmetico mayoreo y menudeo,3
comerciante,xochimilco,16010,san bartolo el chico,quesadillas,1
comerciante,gustavo a. madero,7080,gabriel hernndez,comida,3
comercio,iztapalapa,9819,valle del sur,peluquería,1
estilista,iztapalapa,9230,jos maria morelos y pavon,polleria,2
"educadora, comerciante y estudiante",tlahuac,13530,la asuncion,tienda de abarrotes,2
ventas,iztacalco,8770,los picos de iztacalco seccion 1a,articulos de electronica,1
comerciante,magdalena contreras,10580,barranca seca,salon de uñas,0
costurera,xochimilco,16050,tierra nueva,papeleria,2
comerciante,iztapalapa,9750,las pe�as,comida rapida,2
comerciante,venustiano carranza,15500,moctezuma 1a seccion,traslado de personas,0
comerciante,miguel hidalgo,11260,san joaquin,artesanias en general,1
comerciante independiente,venustiano carranza,15530,moctezuma 2a seccion,productos de limpieza personal y perfumes,1
comerciante,alvaro obregon,1080,progreso tizapan,papeleria,1
micro empresario,iztapalapa,9920,jos lopez portillo,nieves y paletas,2
comerciante,iztapalapa,9698,miguel de la madrid hurtado,taller de carpinteria,3
comerciante,venustiano carranza,15270,morelos,tienda de abarrotes,0
hojalatero,gustavo a. madero,7140,forestal i,papeleria y copiado,2
dise�'o y comercio,cuauhtemoc,6200,morelos,relojeria,1
relojero,coyoacan,4369,pedregal de santo domingo,crepas vero,4
emmpresario,alvaro obregon,1500,miguel gaona armenta,tienda de ropa y zapatos,1
vendedora,iztapalapa,9200,unidad vicente guerrero,postres y antojitos,1
comerciante,milpa alta,12100,xochitepec,semillas y dulces,2
comerciante,iztapalapa,9180,ermita zaragoza,ropa de salvaje tentacion colchas,0
comersiante,milpa alta,12100,xochitepec,carpinteria,3
carpinteria,miguel hidalgo,11430,ventura prez de alva,papeleria,1
taxista,azcapotzalco,2099,ngel zimbron,restaurante bar,8
comerciante,xochimilco,16038,ampliacion san marcos norte,instituto técnico profesional,4
venta de comesticos,gustavo a. madero,7900,cuchilla del tesoro,alimentos,2
empleado,coyoacan,4330,del ni�o jesus,costura,4
mecánico automotriz,milpa alta,12100,xochitepec,fonda,2
comerciante,gustavo a. madero,7140,forestal i,"alquiladora de sillas, mesas y cristaleria",4
administradora de alquiladora,iztapalapa,9970,valle de san lorenzo,maquiladora de ropa para dama,10
estilista,gustavo a. madero,7090,c.t.m. el risco,estetica,1
due�'o,milpa alta,12100,xochitepec,cafateria,6
comerciante,iztapalapa,9230,jos maria morelos y pavon,rosticeria,2
estilista,iztapalapa,9630,san miguel teotongo seccion torres,comida,4
comerciante,cuauhtemoc,6400,santa maria la ribera,venta de articulos de limpieza,1
estilista,milpa alta,12100,xochitepec,cafetería: venta de bebidas y alimentos preparados,2
comerciante,iztapalapa,9637,campestre potrero,estética cortes de cabello,2
restaurantero,gustavo a. madero,7110,lomas de cuautepec,tienda de abarrotes,0
comerciante,miguel hidalgo,11430,ventura prez de alva,imprenta,2
comerciante,iztapalapa,9630,san miguel teotongo seccion torres,abarrotes,2
comerciante,cuauhtemoc,6800,obrera,venta de accesorios,2
comerciante,iztapalapa,9630,san miguel teotongo seccion torres,abarrotes y semillas,1
comerciante,coyoacan,4600,pedregal de santa ursula,"cosmeticos, ropa y regalos",1
comerciante,iztapalapa,9640,xalpa,internet y papelería,3
jubilada,venustiano carranza,15900,jardin balbuena,venta de autos,2
venta de autos,xochimilco,16720,del carmen,puesto de alimentos,1
comerciante,venustiano carranza,15000,general ignacio zaragoza,ropa,1
comerciante,coyoacan,4470,presidentes ejidales 2a seccion,cafe internet,6
terapeuta,cuauhtemoc,6800,obrera,estetica,0
mecanico,xochimilco,16080,san esteban,dulces tipicos,1
barbera,miguel hidalgo,11330,un hogar para nosotros,dise�'o fabrcn prodts embalaje,1
negocio propio,tlalpan,14250,miguel hidalgo,ropa chacharas,2
comerciante,iztapalapa,9660,citlalli,purificadora de agua,2
purificadora,gustavo a. madero,7070,martin carrera,cocina economica,1
comerciante,tlahuac,13410,lopez portillo,tortilleria gabriel,3
comerciante,cuauhtemoc,6780,buenos aires,refacionaria,2
comerciante,venustiano carranza,15990,lvaro obregon,dise�'o gráfico y serigrafía,3
diseño gráfico y comercio,gustavo a. madero,7160,loma la palma,venta a domicilio de plata acero y chapa de oro,1
ventas,tlahuac,13420,selene,tienda de abarrotes,4
comercio,iztapalapa,9500,santa maria aztahuacn ampliacion,taller de corte,2
taller de corte,xochimilco,16800,san mateo xalpa,ropa y zapatos,1
cimerciante,coyoacan,4700,pedregal de carrasco,clínica de extension de pestañas,1
lashista,iztapalapa,9800,valle de luces,etiquetas para ropa,2
comerciante,gustavo a. madero,7510,san felipe de jesus,tamales y atoles,1
comerciante,gustavo a. madero,7220,castillo grande,estudio fotográfico,1
tecnica en uñas,tlalpan,14250,miguel hidalgo,sastrería,2
sastre,milpa alta,12400,san miguel,papeleria,2
comerciante,azcapotzalco,2000,centro de azcapotzalco,foto estudio .,2
fotógrafo profesional,cuauhtemoc,6020,centro (rea 3),articulos antiderrapante,2
comerciante,iztapalapa,9400,el sifon,alimentos,2
comeciante,iztapalapa,9290,santa cruz meyehualco,papelero,2
estilista,tlahuac,13540,tierra blanca,ropa,0
optometrista,tlalpan,14240,lomas hidalgo,estética camina,1
emprendedora,iztacalco,8760,los picos de iztacalco seccion 1b,"taller de confecci�""n",1
micro empresaria,gustavo a. madero,7770,ampliacion panamericana,papelería,2
papelería,xochimilco,16780,cerrillos tercera seccion,marimba tropical,3
fotografo,iztapalapa,9850,santa maria del monte,cocina economica,4
escuela de futbol,iztapalapa,9720,la era,venta de tenis inportados por catalogo,1
hogar,iztapalapa,9239,ejrcito de oriente zona pe�on,tienda de abarrotes,1
comerciante,iztapalapa,9180,ermita zaragoza,comida,2
comerciante,iztapalapa,9850,santa maria del monte,"venta de alitas , costillas, postres",2
comerciante,iztacalco,8300,santa anita,puesto de desyunos,2
conductor,iztapalapa,9730,reforma politica,venta de zapatos,1
comerciante,tlahuac,13270,del mar,materias primas y dulceria,1
comerciante,miguel hidalgo,11370,tlaxpana,cafeteria,2
cocinera,iztapalapa,9890,lomas estrella,taller mecanico,3
mecanico,iztapalapa,9700,santa cruz meyehualco,venta de bisutería y tatuajes de henna temporales,1
comerciante,iztapalapa,9700,santa cruz meyehualco,muebles,5
artesano,cuauhtemoc,6000,centro (rea 1),calcetines y calcetas,1
comerciante,alvaro obregon,1290,presidentes,chiles y semillas,2
comerciante,iztapalapa,9710,los ngeles apanoaya,maquillista,0
taxista,coyoacan,4369,pedregal de santo domingo,spa de manos,1
comerciante,iztapalapa,9500,santa maria aztahuacn ampliacion,materia primas y dulces,1
plan de san luis,tlahuac,13509,la concepcion,tienda de abarrotes,2
comerciante,iztacalco,8930,campamento 2 de octubre,manualidades y clases,2
comerciante,iztapalapa,9608,santiago acahualtepec 1ra. ampliacion,venta de pollos asados,0
comerciante,iztacalco,8100,agricola pantitln,puesto de comida,2
comerciante,iztapalapa,9700,santa cruz meyehualco,bisutería,1
comerciante,alvaro obregon,1610,profesor j. arturo lopez martinez,lavanderia,3
comerciante,tlahuac,13360,santiago sur,panaderia tradicional,2
comerciante,xochimilco,16770,san felipe,distribuidor de carne de cerdo,3
reparación y venta de accesorios para celular,gustavo a. madero,7580,ampliacion casas alemn,recauderia,1
comerciante,cuauhtemoc,6400,santa maria la ribera,restaurante,3
comerciante,miguel hidalgo,11360,agricultura,tienda de abarrotes,2
comerciante,milpa alta,12400,san miguel,venta de novedades,2
comerciante,magdalena contreras,10010,san bartolo ameyalco,estetica,2
estilista,gustavo a. madero,7140,forestal i,refaccionaría,1
comerciante,venustiano carranza,15670,adolfo lopez mateos,tienda de abarrotes,4
zapatero,venustiano carranza,15520,pe�on de los ba�os,dulceria,2
comerciante,iztacalco,8510,el rodeo,jugos,0
comerciante,magdalena contreras,10300,san bernab ocotepec,comida,2
comerciante,tlalpan,14200,jardines del ajusco,comida,5
serigrafista,iztapalapa,9240,progresista,comida,3
taxista,iztapalapa,9638,ampliacion emiliano zapata,"telas,recuerdos y blancos",1
comerciante,gustavo a. madero,7870,guadalupe insurgentes,calzado de dama,2
comerciante,alvaro obregon,1270,lomas de capula,costura,2
costurera,magdalena contreras,10360,huayatla,tienda de abarrotes,2
casa y negocio,xochimilco,16600,san gregorio atlapulco,dulces tipicos mexicanos,1
comerciante,iztapalapa,9637,campestre potrero,restaurante,2
comerciante,coyoacan,4400,educacion,tienda de abarrotes,2
"dueña de abarrotes ""balu""",iztapalapa,9830,el molino,tienda de abarrotes,0
tienda de abarrotes,iztapalapa,9290,santa cruz meyehualco,colocacion de uñas y esteticas,1
comerciante,iztapalapa,9700,santa cruz meyehualco,dulceria,1
comerciante,gustavo a. madero,7340,san jos ticomn,comida y postres,3
comerciante,iztapalapa,9410,san jos aculco,merceria,2
comerciante,xochimilco,16600,san gregorio atlapulco,hortalizas,2
comerciante,alvaro obregon,1410,palmas,venta de incienso,0
comerciante independiente,gustavo a. madero,7810,estrella,papeleria,1
papeleria,alvaro obregon,1840,torres de potrero,venta de desayunos,2
comerciante,iztapalapa,9200,unidad vicente guerrero,feria,1
fabricante de figuras de cerámica,iztapalapa,9890,lomas estrella,papelería,0
comerciante,iztapalapa,9920,jos lopez portillo,tienda de chiles secos,1
comerciante,cuauhtemoc,6800,obrera,venta de trapo,0
comerciante,venustiano carranza,15300,20 de noviembre,tienda de abarrotes,2
taxista,iztapalapa,9430,el triunfo,venta de zapatos por catalogo,0
comerciante,alvaro obregon,1160,1a victoria,cosas de temporado,2
comerciante,miguel hidalgo,11870,tacubaya,restaurante,2
emprendedor,xochimilco,16090,xaltocan,turismo,1
turismo,xochimilco,16749,las animas,canceleria de alumnio,3
aluminiero,iztapalapa,9300,guadalupe del moral,aluminiero,1
comerciante,venustiano carranza,15020,puebla,tintoreria y planchaduria,1
comerciante,gustavo a. madero,7969,san juan de aragon ii seccion,puesto de desayunos,1
autoempleada,xochimilco,16400,san lorenzo atemoaya,venta de artículos de barro y otras artesanias,3
comerciante,iztapalapa,9700,santa cruz meyehualco,jugos y licuados,1
estilista,iztapalapa,9640,xalpa,papeleria,2
comercio,alvaro obregon,1710,ampliacion alpes,estilista profecional,1
estilista,iztapalapa,9300,guadalupe del moral,antojitos,5
comerciante,iztapalapa,9180,ermita zaragoza,juguetes para pi�'atas como mu�'ecos pelotas etc.,1
comerciante,coyoacan,4300,ajusco,venta de comida,2
comerciante,coyoacan,4300,ajusco,estilismo a domicilio,0
estilista,iztapalapa,9620,lomas de zaragoza,puesto de comida,3
cuenta propia comida,iztapalapa,9860,el rodeo,puesto de revistas y dulces,0
comerciante,gustavo a. madero,7900,cuchilla del tesoro,alimentos,2
comerciante,xochimilco,16880,santa cecilia tepetlapa,reparadora de calzado,2
zapatero,gustavo a. madero,7839,gertrudis snchez 2a seccion,tapiceria,2
tapicero,azcapotzalco,2020,santo toms,coicna econimica y tacos,2
cocinera,iztapalapa,9850,santa maria del monte,cremeria,2
pedicurista,venustiano carranza,15530,moctezuma 2a seccion,cocina corrida,2
venta de snack y entrenadora,venustiano carranza,15270,morelos,ropa para niño,3
comerciante,iztapalapa,9720,la era,estética,0
estilista,coyoacan,4300,ajusco,carniceria,3
comerciante,iztapalapa,9180,ermita zaragoza,comerciante,1
vendedor,iztapalapa,9310,leyes de reforma 3a seccion,muebles de madera,2
taxista,benito juarez,3310,santa cruz atoyac,consultoria independiente,1
consultoria,coyoacan,4369,pedregal de santo domingo,estudio fotografico,1
fotógrafo,venustiano carranza,15310,felipe ngeles,dental,2
técnico dental,tlahuac,13080,los reyes,reparacion de electrodomésticos,1
técnico en refrigeración,iztapalapa,9620,lomas de zaragoza,venta de guisados,0
"estudiante, negocio propio",magdalena contreras,10370,palmas,venta de ropa,1
optometrista,gustavo a. madero,7839,gertrudis snchez 2a seccion,gimnasio de pesas y aparatos,3
comerciante,gustavo a. madero,7119,ampliacion malacates,atoles y tamales,1
comerciante,miguel hidalgo,11560,polanco v seccion,estetica,1
estlista,azcapotzalco,2230,santa brbara,clases de música y sala de ensayo,5
músico,coyoacan,4600,pedregal de santa ursula,taller de costura de cortinas,2
comerciante,azcapotzalco,2050,santa maria malinalco,barberia,2
barbero,cuauhtemoc,6350,buenavista,venta de calzado,2
comercio,miguel hidalgo,11370,tlaxpana,comercio,1
conductor privado,coyoacan,4600,pedregal de santa ursula,aguas jugos y refrescos embotellados abarrotes,1
comerciante,cuauhtemoc,6090,centro (rea 9),venta de ropa para dama,1
comerciante,tlahuac,13210,los olivos,pasteleria,2
pastelero,xochimilco,16640,san juan minas,"recauderia ,abarrotes",4
comerciante,iztapalapa,9300,guadalupe del moral,juego interactivo para niños,0
propietaria de puestos de feria,xochimilco,16420,san jeronimo,despacho contable fiscal,10
negocio propio,cuauhtemoc,6870,paulino navarro,atracciones de feria,0
comerciante,gustavo a. madero,7188,tlalpexco,papeleria,2
comerciante,milpa alta,12100,xochitepec,cafeteria y jugueria,4
administro mi negocio,xochimilco,16040,san lorenzo,inyeccion de plastico,7
autoempleo,iztapalapa,9290,santa cruz meyehualco,alimentos preparados,2
maestra,iztapalapa,9660,citlalli,miscelanea,2
comerciantei,iztapalapa,9890,lomas estrella,tienda de abarrotes,0
comerciante,iztapalapa,9660,citlalli,zapatos y sandalias,0
comerciante,iztapalapa,9290,santa cruz meyehualco,fuente de sodas,1
comerciante,tlahuac,13420,selene,cibercafe,2
trabajador independiente,cuauhtemoc,6010,centro (rea 2),taller de costura,1
comerciante,iztapalapa,9290,santa cruz meyehualco,material primas,1
venta de materias primas,venustiano carranza,15520,pe�on de los ba�os,gimnasio y centro de acondicionamiento,5
comerciante,gustavo a. madero,7530,campestre aragon,remodelaciones,1
taxista,xochimilco,16600,san gregorio atlapulco,torteria,1
comerciente,milpa alta,12100,xochitepec,estetica,2
vendedora de fruta,iztapalapa,9000,santa brbara,ropa para dama en general,1
comercio,coyoacan,4939,culhuacn ctm seccion x,venta de productos para la salud,2
empleada,benito juarez,3410,postal,empleada,1
negocio propio,venustiano carranza,15300,20 de noviembre,herreria,3
repostera,magdalena contreras,10630,el ocotal,abarrotes,5
comerciante,iztapalapa,9440,zacahuitzco,comida,3
comerciante,iztapalapa,9880,granjas estrella,comerciante,1
comerciante,gustavo a. madero,7900,cuchilla del tesoro,desayunos para la escuela,2
comerciante,xochimilco,16420,san jeronimo,compra y venta de oro y plata,2
comerciante,iztapalapa,9060,sector popular,comida,5
vendedora,alvaro obregon,1419,minas cristo rey,frituras y postres,2
vendedora por catalogo,tlalpan,14400,san andrs totoltepec,imprenta,3
comerciante,iztapalapa,9430,el triunfo,comerciante,1
comerciante,tlalpan,14449,el mirador 3a seccion,venta de productos de limpieza y jarcieria,1
comerciante,tlalpan,14400,san andrs totoltepec,"venta de  catálogo , alquiler de inflables.",1
vendedora por catálogo alquiler de inflables.,tlahuac,13546,olivar santa maria,verduras,3
empleado,gustavo a. madero,7070,martin carrera,floreria,1
comercio,coyoacan,4200,campestre churubusco,reparacion de automoviles,2
encargada,iztapalapa,9860,el rodeo,pastelería y alimentos,1
elaboración y venta de repostería y comida,iztapalapa,9640,xalpa,venta y reparacion de elevadores y chapas para autos,2
comerciante,iztacalco,8840,reforma iztaccihuatl sur,"plomeria, pintura y electricidad",2
comerciante,iztacalco,8400,granjas mxico,farmacia y abarrotes,1
comerciante,miguel hidalgo,11270,argentina antigua,refacciones y reparaciones de electrodoméstico,0
comerciante,gustavo a. madero,7020,tepeyac insurgentes,tienda de abarrotes,0
comercianet,iztapalapa,9820,santa isabel industrial,micro negocio,1
comerciante,iztapalapa,9870,santa maria tomatln,academia de baile y acondicionamieno fisico,13
empresario,iztapalapa,9060,sector popular,tintoreria,0
mecanico,gustavo a. madero,7144,la leng�eta,ropa y bisutería,2
chofer,xochimilco,16780,cerrillos tercera seccion,cortes de cabello,1
comerciante,venustiano carranza,15270,morelos,cosmetiquera,2
comerciante,coyoacan,4000,villa coyoacn,barbacoa,4
comerciante,iztapalapa,9208,chinampac de jurez,ropa deportiva,1
comerciante,iztapalapa,9200,unidad vicente guerrero,tacos de bistec,2
mecanico,xochimilco,16035,rinconada coapa,"taller de plomeria, electricidad, electrodomesticos",16
comerciante,iztacalco,8830,militar marte,"servicios de capacitaci�""n en c�""mputo para preescolares",1
serigrafía,iztapalapa,9720,la era,venta y fabricacion de bolsas de regalo en papel decorativo,1
comerciante,iztapalapa,9780,lomas de san lorenzo,educacion,2
comerciante,azcapotzalco,2950,del gas,venta de gelatinas,2
comerciante,iztapalapa,9890,lomas estrella,acuario,0
"artista plástico,",iztapalapa,9430,el triunfo,mercería,3
vendedora,iztapalapa,9500,santa maria aztahuacn ampliacion,mecanico,2
reparacion y venta de accesorios para celular,iztapalapa,9360,ampliacion san miguel,tienda de abarrotes,2
comerciante,iztapalapa,9920,jos lopez portillo,envasado de aguas purificadas,2
vendedora independiente,iztapalapa,9698,miguel de la madrid hurtado,negocio de suplementos alimenticios,0
comerciante ambulante,coyoacan,4440,culhuacn ctm seccion i,planchaduria,2
dueña,iztacalco,8300,santa anita,zapateria,2
musico,miguel hidalgo,11870,tacubaya,herrería y aluminio en general,0
herrero,cuajimalpa de morelos,5600,san mateo tlaltenango,marisqueria,3
comerciante,cuauhtemoc,6070,centro (rea 7),ropa,2
comerciante,iztapalapa,9570,santa maria aztahuacn,"cocina econ�""mica",3
emprendedora,coyoacan,4040,parque san andrs,ventas de accesorios para decoracion,9
quimico,iztapalapa,9208,chinampac de jurez,salud y belleza,3
comerciante,tlahuac,13400,san francisco tlaltenco,comercial,3
comerciante,tlalpan,14200,jardines del ajusco,ropa hecha a mano,2
"serigrafista , dise�'o grafico",alvaro obregon,1859,tlacoyaque,venta de desayunos,2
comerciante,milpa alta,12910,la lupita teticpac,servicios de arrendamiento,5
comerciante de serivicios públicos,cuauhtemoc,6720,doctores,serigrafia dise�'o grafico,2
"serigrafista , dise�'o grafico",cuauhtemoc,6300,guerrero,servicios,3
manicurista,iztapalapa,9500,santa maria aztahuacn ampliacion,fabricacion textil de mallas,4
comerciante,azcapotzalco,2950,del gas,tintoreria y lavanderia,2
comerciante,iztapalapa,9800,valle de luces,comerciante,1
